PCA1,PCA2
-0.07433523699769126,0.08079037931364433
-0.13243348206036523,0.018002808540996056
-0.05641548711941081,0.05261999117319929
-0.23494937189591522,-0.18687812082697686
-0.09098322201855083,-0.010588454868699007
-0.04141606998079461,0.14244779148645256
-0.07465569129840065,0.1244434555699958
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.15486215616039492,-0.07737440717307299
-0.14149678827335024,0.02696031247390405
-0.226759182092059,-0.24636015900397296
-0.226759182092059,-0.24636015900397296
-0.11141048518640198,0.037534593568368683
-0.12186370817038669,0.02735009272143793
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.12186370817038669,0.02735009272143793
-0.14149678827335024,0.02696031247390405
-0.12527164100398858,0.06727799516730827
-0.23494937189591522,-0.18687812082697686
-0.1609889057815904,-0.07874801549122755
-0.09558025089265383,0.09786150727770979
-0.1609889057815904,-0.07874801549122755
-0.19805003250190514,-0.19474073403822584
-0.14172155501641245,0.03379967825732141
-0.12186370817038669,0.02735009272143793
-0.14149678827335024,0.02696031247390405
-0.2502120188471918,-0.26486676868236386
-0.0052130652981869,0.13352160009434513
-0.13058379507153567,0.04653244061509985
-0.14149678827335024,0.02696031247390405
-0.03963899044805048,0.05043907457618151
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.23494937189591522,-0.18687812082697686
-0.14149678827335024,0.02696031247390405
-0.226759182092059,-0.24636015900397296
-0.2573932318179623,-0.20768936009249547
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.1609889057815904,-0.07874801549122755
-0.14885774657344433,-0.20873002364423976
-0.23494937189591522,-0.18687812082697686
-0.12186370817038669,0.02735009272143793
-0.16073530616155493,-0.08513531913019669
-0.2320135028573763,-0.24351252152707825
-0.14149678827335024,0.02696031247390405
-0.15613577416139987,-0.21776770779356774
-0.14149678827335024,0.02696031247390405
-0.13171854060684243,-0.0704468101316882
-0.2502120188471918,-0.26486676868236386
-0.226759182092059,-0.24636015900397296
-0.226759182092059,-0.24636015900397296
-0.1609889057815904,-0.07874801549122755
-0.07322869776414855,0.011982509619403352
-0.2573932318179623,-0.20768936009249547
-0.1609889057815904,-0.07874801549122755
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.04980945775180804,0.12259616165657504
-0.14149678827335024,0.02696031247390405
-0.04980945775180804,0.12259616165657504
-0.008628819057528101,0.09438115980133244
-0.14149678827335024,0.02696031247390405
-0.12186370817038669,0.02735009272143793
-0.2258659860674636,-0.22878477527880212
-0.14149678827335024,0.02696031247390405
-0.04980945775180804,0.12259616165657504
-0.07544287607531451,-0.10235769654858749
-0.06983726043339904,0.0643306198744829
-0.226759182092059,-0.24636015900397296
-0.1470006684732363,0.01236872931657764
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.20356685021635373,-0.2172730184180839
-0.1470006684732363,0.01236872931657764
-0.10808546484469421,0.10315039909811811
-0.12186370817038669,0.02735009272143793
-0.23494937189591522,-0.18687812082697686
-0.12186370817038669,0.02735009272143793
-0.2502120188471918,-0.26486676868236386
-0.2573932318179623,-0.20768936009249547
-0.14149678827335024,0.02696031247390405
-0.12186370817038669,0.02735009272143793
-0.12684209539520544,0.06728748702677385
-0.24088043646449606,-0.18483889624847014
-0.2502120188471918,-0.26486676868236386
-0.14149678827335024,0.02696031247390405
-0.14149678827335024,0.02696031247390405
-0.214839534968775,-0.2950006660802695
-0.226759182092059,-0.24636015900397296
-0.23494937189591522,-0.18687812082697686
-0.226759182092059,-0.24636015900397296
-0.0638551948741813,0.10824812867475335
-0.226759182092059,-0.24636015900397296
-0.03918355617544,0.10040071915216678
-0.08775120395781368,0.11604660050925467
-0.14149678827335024,0.02696031247390405
-0.14724749929817868,-0.2703864864423592
-0.12186370817038669,0.02735009272143793
-0.12593766330987358,0.023955606971836563
-0.14149678827335024,0.02696031247390405
-0.09098322201855083,-0.010588454868699007
